symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
UL,golden_cross,3.5,160.5,,67.98,67.95,74.59
CRWD,death_cross,3.1,103.7,,455.17,455.62,429.64
EQIX,golden_cross,0.6,94.1,,810.96,810.39,956.19
CP,golden_cross,2.8,75.1,,75.64,75.42,83.78
MCO,death_cross,1.2,74.1,,489.71,490.46,426.44
ABNB,death_cross,4.8,70.3,,127.85,127.9,121.35
TTWO,death_cross,2.6,35.2,,231.23,232.07,193.67
TPL,golden_cross,0.4,28.4,,338.02,336.22,432.31
CSL,golden_cross,0.5,17.4,,358.6,357.97,409.04
J,death_cross,0.9,15.4,,139.92,140.08,132.79
ADC,golden_cross,1.5,9.2,,73.34,73.27,78.08
TMHC,golden_cross,1.1,6.4,,62.92,62.83,68.86
PONY,death_cross,4.0,6.2,,15.13,15.16,14.07
DFAR,golden_cross,1.7,,,23.59,23.58,24.96
ICF,golden_cross,0.1,,,61.32,61.2,65.56
JSI,golden_cross,0.2,,,52.26,52.25,52.521
SPIP,golden_cross,0.3,,,26.09,26.09,26.3
SPLB,golden_cross,4.2,,,22.77,22.77,23.01
APPX,death_cross,2.8,,,24.29,24.53,9.58
BCI,death_cross,1.7,,,21.35,21.35,20.96
AFRM,death_cross,7.1,16.6,,67.3,67.78,49.81
BTCZ,golden_cross,21.3,,,4.53,4.51,5.8
AMZZ,death_cross,0.4,,,30.73,30.96,22.79
