symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
ZM,golden,3.8,26.7,83.96,82.96,82.76,90.96
FAF,golden,1.1,6.8,63.38,63.45,63.39,66.9
WH,golden,1.2,6.7,84.46,81.6,81.44,87.99
LTH,golden,3.2,6.4,27.56,27.38,27.38,27.67
TGTX,golden,2.1,5.9,33.69,32.09,32.05,36.28
SBND,golden,0.1,,18.84,18.86,18.86,18.875
SCHG,golden,18.8,,30.95,30.8,30.78,32.33
AGG,death,11.3,,99.5,99.68,99.69,99.47
DFCF,death,1.2,,42.48,42.54,42.54,42.4
MSTZ,death,17.8,,9.88,11.21,11.24,6.57
BSCQ,death,0.9,,19.54,19.55,19.55,19.52
