symbol,signal_type,avg_daily_volume_30d,market_cap,ema_21,ema_50,ema_200,current_price
MSCI,golden_cross,0.6,44.1,,565.57,565.3,578.69
TME,death_cross,4.5,27.1,,19.03,19.05,16.6
PPL,death_cross,6.2,25.8,,35.31,35.33,34.44
RBA,golden_cross,1.0,19.9,,103.14,103.12,106.13
PKG,golden_cross,0.8,19.0,,204.37,204.36,206.81
ICLR,golden_cross,0.9,15.4,,180.81,180.58,202.92
WTRG,death_cross,1.9,10.9,,38.71,38.71,38.02
AR,death_cross,5.2,10.0,,34.17,34.18,32.86
XP,death_cross,6.5,8.8,,17.41,17.43,16.84
RRC,death_cross,3.1,8.1,,36.42,36.46,34.67
CLOI,death_cross,0.3,,,52.9,52.9,52.78
FCG,death_cross,0.9,,,23.53,23.54,22.65
BNDW,death_cross,0.1,,,69.32,69.32,68.98
