symbol,signal_type,cross_days_ago,avg_daily_volume_30d,market_cap,ema_21_current,ema_50_current,ema_200_current,golden_cross,death_cross,current_price,golden_st,death_st,cross_days_ago_st,status
TD,golden_st,0,2.5,158.9,94.21,94.19,84.96,False,False,95.22,True,False,0.0,success
MCK,death_st,0,0.8,108.3,896.32,896.77,816.59,False,False,884.28,False,True,0.0,success
BK,golden_st,0,3.6,84.1,117.6,117.58,109.48,False,False,122.13,True,False,0.0,success
GWW,golden_st,0,0.3,52.9,1085.63,1085.36,1048.9,False,False,1117.45,True,False,0.0,success
VIK,golden_st,0,2.9,33.3,72.55,72.47,65.13,False,False,74.8,True,False,0.0,success
JBHT,golden_st,0,0.9,20.3,209.88,209.8,185.87,False,False,214.91,True,False,0.0,success
WF,death_st,0,0.1,16.1,67.3,67.3,58.5,False,False,66.04,False,True,0.0,success
HII,death_st,0,0.5,15.6,402.89,403.01,337.64,False,False,396.62,False,True,0.0,success
HAS,death_st,0,1.7,12.7,92.51,92.57,83.16,False,False,90.16,False,True,0.0,success
MDGL,golden_st,0,0.4,12.5,480.96,477.56,450.68,False,False,546.89,True,False,0.0,success
SCI,golden_st,0,1.2,12.1,80.67,80.54,80.35,False,False,84.77,True,False,0.0,success
ELAN,death_st,0,5.6,11.5,24.08,24.12,20.97,False,False,23.08,False,True,0.0,success
EGP,golden_st,0,0.4,10.0,186.84,186.76,179.65,False,False,188.41,True,False,0.0,success
KNX,golden_st,0,3.0,9.5,56.33,56.3,51.66,False,False,58.6,True,False,0.0,success
CYTK,golden_st,0,2.2,8.2,63.43,63.28,57.27,False,False,66.73,True,False,0.0,success
NNN,death_st,0,1.5,8.1,43.17,43.18,42.32,False,False,42.77,False,True,0.0,success
ALKS,golden_st,0,2.8,5.8,30.65,30.55,30.18,False,False,34.84,True,False,0.0,success
FLG,golden_st,0,5.4,5.6,12.98,12.98,12.41,False,False,13.48,True,False,0.0,success
AIRR,golden_st,0,0.7,,111.71,111.69,100.98,False,False,112.87,True,False,0.0,success
DES,golden_st,0,0.1,,35.89,35.87,34.61,False,False,36.26,True,False,0.0,success
HDEF,golden_st,0,0.3,,32.22,32.21,30.59,False,False,32.58,True,False,0.0,success
SCHY,golden_st,0,0.8,,31.62,31.62,29.61,False,False,31.87,True,False,0.0,success
XLB,golden_st,0,17.3,,49.68,49.68,47.1,False,False,50.41,True,False,0.0,success
AIA,death_st,0,0.5,,107.83,107.95,97.6,False,False,105.62,False,True,0.0,success
GBIL,death_st,0,1.0,,100.07,100.07,100.06,False,False,99.94,False,True,0.0,success
USFR,death_st,0,5.7,,50.38,50.38,50.37,False,False,50.36,False,True,0.0,success
GLPI,death,0,2.5,12.6,45.94,46.26,46.26,False,True,44.42,False,False,,success
COMP,death,0,16.9,5.2,8.1,9.19,9.19,False,True,7.07,False,False,,success
BSCT,death,0,0.8,,18.68,18.75,18.75,False,True,18.675,False,False,,success
DIAL,death,0,0.1,,18.14,18.27,18.27,False,True,18.09,False,False,,success
UBND,death,0,0.2,,21.82,21.92,21.92,False,True,21.84,False,False,,success
RCL,death,0,2.7,74.0,278.94,288.14,288.47,False,True,273.59,False,False,,success
UAL,death,0,8.5,29.8,93.94,99.11,99.3,False,True,92.21,False,False,,success
SIRI,golden,0,3.8,8.0,22.6,22.04,22.03,True,False,23.79,False,False,,success
FCN,golden,0,0.5,5.6,171.15,169.64,169.59,True,False,183.33,False,False,,success
BILS,death,0,0.5,,99.31,99.31,99.32,False,True,99.2,False,False,,success
BSCR,death,0,0.8,,19.65,19.68,19.68,False,True,19.645,False,False,,success
BSCU,death,0,0.7,,16.75,16.83,16.83,False,True,16.75,False,False,,success
IBDS,death,0,0.6,,24.21,24.24,24.24,False,True,24.16,False,False,,success
IBDV,death,0,0.8,,21.89,21.98,21.98,False,True,21.84,False,False,,success
IBND,death,0,0.2,,31.27,31.66,31.67,False,True,31.04,False,False,,success
IVES,death,0,0.5,,29.22,30.11,30.14,False,True,28.8,False,False,,success
